Load #,Origin,Destination,PU Date,Rate,Weight \ pallet count \ FT,Broker
29140028,"Healdsburg, CA","Houston, TX",05/16/2023  08:30 - ,"$2,900.00",2 PLT 2850 LB,
137843677,MORGAN HILL CA,BRIDGEPORT NJ,5/15 @1100,"$4,768.00","7plt/ 12,446 Lb",
4182555,"Hayward,CA Hayward, CA 94545","Allentown,PA",5/17/2023 15:00 May ,"$4,700.00","17plt/ 6,000 Lb",
547066,"AMERICAN CANYON, CA","EDISON, NJ",5/18 @by1400,"$5,000.00","20plt/ 42,000 Lb",
29205760,"Sparks, NV","Carlstadt, NJ",5/18/23 10:00-15:00,"$6,500.00","20plts 6,560lbs",
29194457,"Turlock, CA","Clifton, NJ",5/17/23 9:00 AM,"$4,249.72","3plts 4,907lbs",
276236,"RENO, NV","SOMERSET, NJ",5/17 @1300-1500,"$4,800.00","6plt/ 6,000 lb",
125059,"HUGHSON, CA","NAZARETH, PA",5/18 / 1300,"$5,200.00","26plt/ 18,720 lb",
87169,"AMERICAN CANYON, CA","RONKONKOMA, NY",5/17 @1200,"$5,800.00","20 plt/ 36,700",
#0492254,"Sparks, NV","Hazelton, PA",5/19 @1030,"$4,900.00","18plt/ 11,579 Lb",
#0491394,SAN LORENZO CA,GREENWOOD IN,5/19 @1100,"$4,000.00","8plt/ 18,432 Lb",
USBEE,"Woodland, CA","Kentwood, MI",5/17/23 09:00-14:30,"$4,000.00","10plts 19,250lbs Rice",USBEE
29190113,"American Canyon, CA","Memphis, TN",5/18/23 08:00-15:00,"$3,300.00","10plts 21,678lbs",
8T-BCP-K5N,"Fresno, CA Fresno, CA Fresno, CA","Romulus, MI*** Curtice, OH*** Hollis, NH",05-19-23; 1600 05-19,$6.500.00,21 PLT 12 000LB,T BCP K N
0175232,"""Gilroy,CA ""","Ayer,MA",5/19/2023 10:00 AM,8.500.00,24plt/ 25.000LB,
"""29206580""","""Healdsburg, CA""","Denver, CO",05/19/23 14:00,"$2,500.00","2plts 4,200lbs",""" """
4187800,"BENICIA, CA","WINDER, GA CHARLOTTE, NC",05-19-2023 14:00 - 1,"$7,000.00","20plts/ 41,400 LB",
USBEE,"Milpitas, CA","Polk City, FL",5/17/23 24/7,"$5,000.00","9plts 6,109lbs",USBEE SL
1914572,"Carson, City, NV","Cartersville, GA",05/18/2023 1000-1500,"$4,400.00","22 pallets 20,500 lb",
USBEE,"Petaluma, CA","Durham, NC",5/18/23 08:00-12:00,"$5,580.00","4plts 1,800lbs",USBEE
USBEE,"Petaluma, CA","Durham, NC",5/16/23 08:00-12:00,"$5,020.00","5plts 2,000lbs",USBEE
BOL#: 26931695,"Salida, CA","Tangent, OR",5/17/2023 08:30 ‐ 16,"$1,400.00",PALLETS:14/ WEIGHT: 8207 lbs,
2168940,"SACRAMENTO, CA","MASPETH, NY",05/22/2023 @ 0900-13,"$5,500.00","15plt/ 27,300 lb",
53878624,WOODLAND CA,TAYLOR PA,05/23/2023 10:00,5.200.00,"41 PLT 9,800LB",
03-5761210-2,"GILROY, CA","GRAND PRAIRIE, TX",5/22/2023 10.00,$3.100.00,"3plt/ 8,000 lb",
131161,"Modesto, CA","Carlisle, PA",5/24 @1300,"$4,500.00","30plt/ 4,355 Lb Chips",
208292,"American Canyon, CA","Bow, NH",5/23/23 TBD,"$6,200.00","15plts 29,561lbs Wine",
29212965,"San Rafael, CA  Richvale, CA***","Dayville, CT",5/24/23 08:00am 5/25,"$5,700.00","27plt/ 24,143lbs",
53939502,WOODLAND CA,YORK PA,5/23/2023 8:00:00 14,"$5,000.00","22 PLT  26,980 LB",
40007194,SAN FRANCISCO CA,LEOMINSTER MA,05/24/2023 0900,"$6,425.00",10 crates/ 5.000LB 9PC,
13131541,"Chico, CA","Greencastle, PA",5/26/2023 8:00-14:00,$4.600.00,"16 PC 7,900 LB 94x48x48",
87230,"CLOVERDALE, CA","RONKONKOMA, NY",5/24@by 1500,"$5,800.00","19 Pallets/ 39,262 LBS",
29236547,"American Canyon, CA","Ashland, VA",5/25/23 08:00-15:00,"$4,080.68","20plts 27,120lbs",
USBEE,"Woodland, CA","York, PA",5/26/23 8:00 AM,"$4,160.00","15plts 13,280 lbs",USBEE
29236758,"Madera, CA","Fredericksburg, VA",5/24/23 9:00 AM,"$4,200.00","1plt 1,620lbs",
53928454,"Richmond, CA","Monroe Township, NJ",5/26/23 13:00-16:00,"$5,300.00","26plts 27,560lbs",
2143300,"Winters, CA","Center Valley, PA",5/26/23 15:00,"$4,760.00","32plts 23,439lbs Nuts",
53972740 echo,SPARKS NV,HANOVER TOWNSHIP PA,5/24/2023 @11:30:00,"$5,000.00","14plt/ 22,309 Lb",Echo Global
1601720,"Reno, NV","Erie, PA",5/26 @1400,"$4,600.00",11plt/ 2.400 Lb,
29206950,"Sparks, NV","Hagerstown, MD",5/26/23 12:00 PM,"$4,500.00","15plts 3,150lbs",
1069998,"GILROY, CA","ROSEDALE, MD",05/26/2023 @ 1130,"$5,400.00","11 pallets 18,716 lb",
1069988,"FIREBAUGH, CA","EDISON, NJ",05/26/2023 @ 1200,"$5,400.00","26 pallets 24,580 lb",
29204096,"American Canyon, CA","Maryville, TN",05/25/2023  08:00 - ,$3.700.00,"12 PLT 25,776 LB",
1070036,"Reno, NV","Ellenwood, GA",5/24/23 Before 14:00,"$4,000.00","15plts 3,960lbs",
SL212796633,"MILPITAS, CA","BUFORD, GA",5/25/2023 @8:00:00-1,"$4,200.00","13plt/ 7,119 Lb",SL USBEE
29236554,"American Canyon, CA","Austell, GA",5/26/23 08:00-15:00,"$3,803.47","20plts 27,240lbs",
USBEE,"Petaluma, CA","Durham, NC",5/23/23 07:00-15:00,$0.00,"5plts 2,000lbs",USBEE
USBEE,"Petaluma, CA","Durham, NC",5/25/23 07:00-15:00,"$5,670.00","4plts 1,800lbs",USBEE
29211057,"American Canyon, CA","Austell, GA",5/25/23 8:00 AM,"$3,833.39","12plts 16,272lbs",
53922425,"Woodland, CA","Searcy, AR",05/26/23 10:00,"$3,600.00","19plts 4,500lbs",
29204090,"American Canyon, CA","Nashville, TN",5/26/23 08:00-15:00,"$4,000.00","16plt/ 33,524 Lb",
53921974,"Woodland, CA","Hattiesburg, MS",5/25/23 10:00 AM,"$4,100.00","14plts 3,290lbs",
29213183,"American Canyon, CA","West Columbia, SC",5/26/23 08:00-15:00,"$4,120.00","13plts 26,695lbs",
4192444,"BENICIA, CA","BESSEMER, AL**** IRONDALE, AL**** DORAVILLE, GA",05-26-2023 13:00 - 1,"$7,000.00",Wine,
172378,"CASTROVILLE, CA","POTTSVILLE, PA",5/29/2023 17.00,$8.000.00,43.500LB,
4615311,"FIREBAUGH, CA","Four Oaks, NC",5/31/2023 @11:00:00,$150.00,"22plt/ 22,464 Lb",
1069816,"GILROY, CA","SPARROWS POINT, MD",05/30/2023 @1200,"$5,400.00","19 pallets 9,977 lb",
11380472,"FIREBAUGH, CA","BROOKLYN, NY",6/1 @0800-0900,"$5,200.00","20,000 Lb",
S111727653,"Del Rey, CA","Swedesboro, NJ",6/2 08:00 - 15:30,$150.00,"5pcs/ 10,400 Lb",
506060,"RENO, NV","MARYSVILLE, WA",06/02/2023 11:00,"$3,000.00",16000LB,
4200758,"Visalia, CA","Clackamas, OR",05/27/2023 @ 0900,"$1,800.00","18 pallets 12,686 lb",
0008 - 00181169,"HAYWARD, CA","KENT, WA",05/30/2023 9:00 AM,"$4,400.00",nan,
1018730,"Tracy, CA","Fife, WA",05/31/2023 @ 0800-14,"$1,300.00","10 pallets 6,729 lb",
29254405,"Visalia, CA","Harrisburg, PA",5/30/2023 07:00-15:0,"$6,500.00","24plts 32,640lbs",
13131522,"Chico, CA","Greencastle, PA",5/30/2023 8:00-14:00,"$4,600.00","16 PC 7,500 LB 94x48x48",
BG617817523,"Los Banos, CA","Shepherdsville, KY",5/31/23 13:30,"$4,000.00","15plts 28,620lbs",
54040884,"Hayward, CA","Lexington, KY",5/31/23 08:00-16:00,"$4,150.00","15,000lbs",
CAT487144,"PATTERSON,CA","ROCKVILLE CENTRE,NY",5/30 @ 15:00,"$6,200.00","17plt 25,420 Lb",CAT
60105169163,"Stockton, CA","Morristown, NJ",5/31 @0700-1000,"$5,600.00","3,000 Lb",
1518358,SPARKS NV,TAVERN NY,5/31 @by1530,"$4,756.90","23plt/ 17,760 lb",
3137305,"Reno, NV","Zafar** Gino delivered Feasterville, PA",6/1/23 8:00,"$4,500.00","12plts 11,807lbs",
4236929,"Manteca, CA","Greencastle, PA","Jun 2, 2023 8AM - 14",$4.100.00,"17 PLT  12,343LB",
1070252,"LODI, CA","MILTON, PA",6/2 @1300,"$5,200.00","10plt/ 34,000 Lb",
3138348-3150234,"Visalia, CA","Denver, PA",6/2/23 3:00 PM,"$4,995.00","22 plt /16,500 LB",
#03-5811993,LEMOORE CA,BATAVIA IL,6/2 @0800-1400,"$3,500.00","4plt/ 9,336 Lb",
29264012,"Sparks, NV","Hagerstown, MD",6/1/23 12:00 PM,"$4,300.00","19plts 15,377lbs",
29290860,"Watsonville, CA","North Haven, CT",6/2/23 09:00-12:00,"$4,250.00","7plts 9,992lbs",
4019576,"MILPITAS, CA","LITHIA SPRS, GA",6/1 @0800,"$4,800.00","26plt/ 18,030 Lb",
16968,"Tracy, CA","Tyndall AFB, FL",6/1/23 12:00 PM,"$5,000.00","10pcs 13,750lbs",
HNRY900316137,"SPARKS, NV","VILLA RICA, GA",6/1 @1200,"$4,200.00","19 pallets 10,300 Lb",HNRY
29244847,"American Canyon, CA","West Columbia, SC",5/30 @08:00-16:00,"$3,955.24","10plts 22,664lbs",
1273249,"SPARKS, NV","charlotte !!! 1st MAIDEN, NC",6/1 @0800-1400,"$4,600.00","13pcs/ 9,440 Lb",
29266438,"American Canyon, CA","Gibsonton, FL",6/2/23 08:00-15:00,"$5,000.00","18plts 34,284lbs",
1069996  USBEE,"GILROY, CA","ATLANTA, GA",6/2 @1200,"$4,200.00","23plt/ 29,742 Lb",USBEE
761006,"BENICIA, CA","Houma, LA",6/2/23 10:00 AM,"$4,000.00","22plts 18,400lbs",
1144203,"NEWARK, CA","INDIANAPOLIS, IN",6/2 @1200-1500,"$4,000.00","34plt/ 2,080 Lb",
4196022,"BENICIA, CA","ATLANTA, GA ATLANTA, GA NORCROSS, GA DORAVILLE, GA",06-02-2023 13:00 - 1,"$7,000.00",Wine,
357513,SALINAS CA SANTA MARIA CA,HATFIELD MA,06/02/23,$10.000.00,43.500LB,
357402,LODI CA,WEST JEFFERSON OH*** UPPER MARLBORO MD,06/02/23,$8.700.00,43.500.00,
S1723878,"Salinas, CA","Denver, PA",6/2/2023 8:00 AM- 10,$8.500.00,43.500LB,
# 0014286,SALINAS CA,CENTER VALLEY PA,06/02/2023 2359,$9.000.00,43.500.00,
5118803,"Kingsburg,CA","Tampa,FL*** Pompano beach,FL****  West palm beach ,FL",6/3/2023 by 7PM,$9.000.00,43.5,
1518443,"Sparks, NV",BALTIMORE MD,06/07/2023,$150.00,"36 pallets 13,536 lb",
17011,"Santa Clara, CA","Albion, MI",6/5/23 08:00-4:00pm,"$4,200.00","16plts 9,970lbs",
4213883***,"San Rafael, CA Gilroy, CA","York, PA","Jun 6, 2023 8:30am  ",$5.500.00,26 pallets 28750lb,
29285181,"American Canyon, CA","Memphis, TN",6/5/23 08;00-15:00,"$3,400.00","14plts 28,575lbs",
1863362,"VINA, CA WINTERS, CA","SALISBURY, NC",6/6 @0930,"$6,000.00","21 plt/ 12,354 Lb",
1070059,"GILROY, CA","HUNT VALLEY, MD",6/7 @1200,"$5,000.00","26PLT/ 27,222 Lb",
54104526 echo ***,"Hayward, CA","Edison, NJ",6/5/23 - 6/6/23 09:0,"$5,500.00","26plts 12,888lbs",Echo Global
4237595***,"South San Francisco, CA","Wilmington, MA",6/5/2023 08:00 -14:0,"$5,000.00","15plts 15,000lbs",
#0142561,MERCED CA,HUNT VALLEY MD,6/7 @1200,"$5,000.00","11 plt  17,534 Lb",Rejected due to bugs
1636138,PATTERSON CA,ALEXANDRIA VA,6/7 @1200-1700,"$5,240.00","15plt/ 21,100 Lb",
# 0747668,OROVILLE CA,CAMP HILL PA,06/09/2023 @0800,"$5,100.00","26plt/ 27,299 Lb",
29290665,"Gilroy, CA Richvale, CA","Howell, NJ",6/8/23 05:00-12:00 6,"$6,000.00","30plt/ 12,545lbs Gilroy 4plts",
29314796,"Rocklin, CA","Elkridge, MD",6/8/23 09:00-12:00,"$4,200.00","15plts 10,000lbs",
54087324 ECHO,WOODLAND CA,YORK PA,6/9/2023 8:00:00 - 1,"$5,200.00","17 PLT 34,020 b",Echo Global
#4237734,"West Sacramento, CA","Leetsdale, PA","Jun 9, 2023 16:00",$5.000.00,"17 PLT 30,900 LB",
357780,ARCATA CA,UPPER MARLBORO MD,6/9 @1100,"$6,800.00","9 plt/ 8,840 Lb",
357779,ARCATA CA,WEST JEFFERSON OH,6/9 @1600,"$5,800.00","16plt/ 15,160 Lb",
1070171,"GILROY, CA","HUNT VALLEY, MD",6/9 @1200,"$5,000.00","26PLT/ 27,222 Lb",
sm138548,"STOCKTON, CA","JACKSONVILLE, FL MAYPORT, FL JACKSONVILLE, FL",6/7 @1300,"$6,000.00","9pc/ 10,985 Lb",
29294135,"American Canyon, CA","Apex, NC Wilmington, NC",6/7/23 08:00-15:00,"$4,700.00","14plts 28,063lbs",
29285188,"American Canyon, CA","West Columbia, SC",6/7/23 08:00-15:00,"$4,000.00","14plts 27,135lbs",
SL212865874,"UNION CITY, CA","MIAMI, FL",06/07/2023 @ 10:00,"$5,538.58","8,724LB",
1636402,"Patterson, CA","Fort Pierce, FL",6/7/23 06:00-17:00,"$6,000.00","17plts 20,590lbs",
2000857606,"Sunnyvale, CA","Alpharetta, GA",06/09/2023@ 12:00,"$4,300.00","23plt/ 24,000 Lb",
29339680,"Modesto, CA","Concord, NC",06/09/2023 @ 1600,"$5,500.00","20 pallets 2,953 lb",
29294137,"American Canyon, CA","Mill River, NC Pineville, NC",06/09/2023 @ 1500,"$4,800.00","16plts 34,600lbs",
1607416,"Hayward, CA","St. Petersburg, FL",6/8 @0800-1100,"$5,400.00","8 pcs/ 5,000 Lb Lab Tables",
4198500,"BENICIA, CA","ATLANTA, GA ATLANTA, GA",06-09-2023 14:00 - 1,$7.000.00,Wine,
29339637,"Modesto, CA","Concord, NC",06/09/2023 @ 1500,$150.00,"13 pallets 4,730 lb",
87447,"AMERICAN CANYON, CA","RONKONKOMA, NY",06/12/2023 13:00,$5.800.00,12 PLT 23.000LB,
40007777,"San Francisco, CA","WINDSOR LOCKS CT Wethersfield, CT 1st!!",6/10/23 12:00 PM,"$6,650.00","8/pcs 9,500lbs",
# 8059750,"MADERA, CA","HOLLSOPPLE, PA",6/14 @0800-1500,"$4,100.00","16 plt / 11,800 lb",
1282100,"Vina, CA Richmond, CA","S Windsor, CT",6/13 @0900,"$7,200.00","21plt/ 18,000 Lb",
1219893,"VISALIA, CA","NEWVILLE, PA",6/13 @ 0800-1300,"$5,200.00","11plt/ 13,255 Lb",
29311467,"American Canyon, CA","Ashland, VA",6/14/13 08:00-15:00,"$4,400.00","13 1/2 plts 29,742lbs",
13335756,"Sparks,NV","Florence, NJ",6/12/2023 8:00,$4.400.00,"9plts   7,379lbs",
SF48853390436,"Visalia, CA","Totowa, NJ",6/14 @1200,"$5,800.00","17plt/ 29,894 Lb",
#0162285,"Union City, CA","Carneys Point, NJ",6/14 @0800,"$5,500.00","30plt/ 6,500 Lb",
54210741,WOODLAND CA,YORK PA,6/14/2023 8:00:00 - ,"$5,200.00","21 PLT 23,700LB",
3149941,"Oroville, CA","Camp Hill, PA",6/15/2023 14:00,"$4,900.00","26plt/ 27,299 Lb",
6127091,"Healdsburg, CA","Millbrook, NY",6/15/23 08:00-11:00A,"$6,000.00","38plt +2 skids 9,420lbs  barrels",
1134167,"TURLOCK, CA","Deer Park, NY",6/14/23 14:00,"$5,600.00","14plt/ 23,519 Lb",
4234897,"Lodi, CA","Mechanicsville, VA",6/13/23 17:30,"$4,700.00","20pl/ 23,975lbs",
551718,"American Canyon, CA","Lyndhurst, NJ",6/15 @,"$6,000.00","12 pallets 36,720 Lb",
30884558,"RENO, NV","READING, PA",6/16 @1300,"$4,841.00","20plt/ 11,500 Lb",
1451245***,"Milpitas, CA","Clay, NY",6/16/23 08:00-16:30,"$6,200.00","20plts 23,227lbs",
54247111,RENO NV,GREENWOOD IN,06/16/2023 08:00-14:,"$3,900.00","11 pallets 5,669 lb",
1281474,"Vina, CA (cancelled) Kingsburg, CA","Webberville, MI",6/15,"$5,048.00","5plt/ 6,432 Lb",
54214640,WOODLAND CA,YORK PA,6/15/2023 8:00:00 - ,"$5,200.00","22plts, 25,680lbs",
54126486,RENO NV,MANCHESTER PA,06/16/2023 14:00,$5.000.00,41 PLT   /  21500LB,
YRV-DDPS,"Walnut Creek, CA","Forest Hills, NY",6/16 @1500,"$2,600.00","6plt/ 4,500 Lb",YRV DDPS
358900,LODI CA,WEST JEFFERSON OH UPPER MARLBORO MD,6/16 @ ready at 1700,"$8,300.00","9plt/ 11,025 Lb",
29274265,"Watsonville, CA","Savannah, GA",6/13/23 14:00,"$4,500.00",17plts 32.255lbs,
23792,"Sacramento, CA","Danville, KY",6/16/23 5-7pm,"$2,800.00","4pcs 4,400lbs Radiators",
NUM 89501,"CHOWCHILLA, CA","Woodstock, GA",6/15 @1200,"$5,100.00","24,000lbs floor loaded",NUM
6665897,"W SACRAMENTO, CA","ST LOUIS, MO GR RPDS, MI*** FT WAYNE, IN*** NEW HOPE, PA",06/16/2023 @ 0800-11,"$8,200.00",Floor Loaded Furniture,
1079165,"Bakersfield, CA","Center Valley, PA",06/17/2023 10:00 AM,"$8,400.00","37,440",
KD3-QHT7,"Modesto, CA","Everett, WA",06/16/2023 @ 1600,$2.240.00,"9 pallets 16,242 lb",KD QHT
QYW-RT68,"Modesto, CA","Kent, WA",06/19/2023 @ 1230,"$1,600.00","6 pallets 7,924 lb",QYW RT
170760,"Dixon, CA","Sumner, WA",06/19/2023 BY 1530,"$1,000.00","9 pallets 17,900 lb",
12303193,"FAIRFIELD, CA","ROSEDALE, MD",06/19/2023 14:00,"$7,500.00",23 pallets 41100lbs,
L306912,"Fremont, CA","Rockaway, NJ",6/19 @0900-1500,"$5,200.00",15plt/ 5250 Lb,
#: 1561398,"Turlock, CA","Villa Rica, GA",6/19 by1200,"$4,000.00","15 plt/ 20,366 Lb",
60002118903,"SANTA ROSA, CA","LA VERGNE, TN",06/19/2023 @09:00 -1,"$4,200.00","18plt/ 3,150 Lb",
#0267875,PITTSBURG CA,WHIPPANY NJ,6/20 @0800-1000,"$5,000.00","13plt/ 8,000 Lb",
54214688,"Woodland, CA","York, PA",6/20/23 08:00-14:00,"$5,200.00","19plts 39,595lbs",
54274743,"Madera, CA","Port Allegany, PA Henderson, NC**",6/19/23 07:00-15:30,"$5,250.00","2pcs 4,000lbs",
54230697,"Merced, CA","Sparrows Point, MD",6/21/2023 07:00AM SH,"$5,200.00","45plts/ 12,419lbs",
552936,"American Canyon, CA","Glen Rock, NJ",6/22 @0800-1400,"$6,000.00","20.5plts 42,165 Lb",
#0267742,PITTSBURG CA,WHIPPANY NJ,6/22 @1300,"$5,750.00","6plt/ 3,600 Lb",
800786615,"SHAFTER, CA","NEWVILLE, PA",6/20 @2200,"$5,345.00","58plt/ 30,771 Lb",
29377552,"Burlingame, CA","Fairless Hills, PA",6/20/23 08:00-16:00,"$4,800.00","20plts 20,000lbs Full",
29377215,"American Canyon, CA","Washington, DC",6/23/23 08:00-15:00,"$5,200.00","14plts 28,088lbs",
1289940,"Fremont, CA Richmond, CA","Windsor, VA",6/21,"$6,500.00","26plt/ 14,738 Lb",
359423,ARCATA CA,UPPER MARLBORO MD,06/21/2023 @ 1100,"$6,200.00","1 pallet, 464 lb",
29365799,"Richvale, CA","Manchester, PA",06/22/2023 7-12:00,$4.800.00,"28plt/ 13,691LB",
3154078,"Oroville, CA","Camp Hill, PA",6/23/2023 15:00,"$5,000.00","27plt/ 27,299 lb",
#0408047,"Helm, CA","Pokomoke City, MD",6/23 @0800-1700,"$6,400.00","14plt/ 44,000 Lb",
SL212918897,"MILPITAS, CA","PISCATAWAY, NJ",06/23/2023 @ 08:00,"$6,250.00","9plt/ 6,798lbs space 15plt",SL USbee
138750,"STOCKTON, CA","WASHINGTON, DC WRIGHTSTOWN, NJ WRIGHTSTOWN, NJ",6/21 by 1600,"$6,700.00","12plt/ 11,914 Lb Full",
29405324,"Fremont, CA","Plainfield, IN",6/21/23 08:00-16:00,"$4,500.00","2plt/ 1,680lbs",
126184,"Hughson, CA","Nazareth, PA",6/23/23 13:00,"$5,200.00","24pl/ 18,5780lbs",
23838,Sacramento CA,Danville KY,6/23 @1700,"$5,000.00","17plts 7,650lbs",
8359376,"Newark, CA","Duluth, GA",06-23-2023 8:00 AM,"$6,350.00","26crates, 2,500 Lb",
4206474,"BENICIA, CA","BESSEMER, AL** IRONDALE, AL OCALA, FL FORT LAUDERDALE, FL MEDLEY, FL DORAL, FL",06-23-2023 14:00 - 1,"$8,600.00","21plt/ 39,000 Lb",
54264244,"Milpitas, CA","Charlotte, NC",6/21/23 9:30 AM,"$4,800.00","10plts 6,250lbs",
17508,"Tracy, CA","Fort Polk, LA",6/21/23 ASAP 11:00AM,"$5,000.00","42plt 28,980lbs",
359422,ARCATA CA,WEST JEFFERSON OH,6/21 @1130,"$5,300.00",OE,
359438,STOCKTON CA,CINCINNATI OH,6/21 ready,"$6,700.00","20plt/ 19,008 Lb",
1295580,"Los Banos, CA","Milton, PA",6/23 @0600-1630,$150.00,"38,900 lb",
1620475,"OAKLAND, CA","W SAYVILLE, NY",6/30 @0800,"$6,200.00","23plt/ 8,800 Lb",
#1081969,"Bakersfield, CA","Center Valley, PA lumper paid broker 98$",07/01/2023,$7.500.00,"41,184 lbs.",
29360978,"American Canyon, CA","Columbus, OH",6/26/23 08:00-15:00,"$3,700.00","12plts 23,110lbs",
54360274  ECHO,"Hayward, CA","Edison, NJ",6/27/23 09:00-16:30,"$5,800.00","26plts 13,962lbs",Echo Global
54320360,"Woodland, CA","York, PA",6/26/23 08:00-14:00,"$5,200.00","19plts 34,685lbs",
468817,"Livermore, CA","Elizabeth, NJ",06/26/2023,"$5,400.00","7 crates/ 12,600 lb",
360181,"Salinas,CA","Dupois,PA  Hatfield,MA",6/28/2023,$8.700.00,36.000LB,
29396011,"Richvale, CA","Manchester, PA",6/28/23 07:00-12:00,"$4,700.00","26plt/ 12,000lbs",
54347345,"Firebaugh, CA","Hunt Valley, MD",6/26/23 12:00 PM,"$5,900.00","26plts 27,222lbs",
240056,TERRA BELLA CA,Perryville MD,06/27/2023 @ 0800-16,"$5,800.00","21 pallets 12,300 lb",
553850,"AMERICAN CANYON, CA","North Bergen, NJ",06/28/2023 10:00 AM,$6.000.00,20 PLT  17920 LB,
1553633,"S San Francisco, CA","Valley View, OH",6/29 @0800-1430,"$4,400.00","22plt/ 26,768 Lb",
40812,"Sparks, NV",NAVARRE OH,06/29/2023 @ 0800-16,"$4,100.00","14 pallets 8,444 lb",
3154067-3166536,"Oroville, CA","Camp Hill, PA",6/30/2023@ 0900,"$6,300.00",27plt/ 27.300 LB,
54357099 ECHO,"Minden, NV","Nichols, NY",6/29/23 08:00-11:00A,"$6,000.00","23plts 20,070lbs",Echo Global
7730041365,"FIREBAUGH, CA","SCHENECTADY, NY",06/29/2023 10:00,"$5,600.00",19 PLt  . 39.000LB,
F062802,"Newark, CA","Carlstadt, NJ",6/30 @0900-1300,"$6,000.00",13plt/ ?,
# 2000897085,"Oakland, CA","West Berlin, NJ",6/30 @0730-1500,"$6,000.00","22plt/ 28,500 Lb",
40830,"Sparks, NV",FRANKFORT NY,06/29/2023 @ 0800-16,"$5,300.00","19 pallets 9,975 lb",
#31486-97717,"American Canyon, CA","North Bergen, NJ",6/29 @1200,"$5,500.00","19plt/ 41,952 Lb",
M- 138883,"STOCKTON, CA","WEST POINT, NY",06/30/2023,"$7,400.00","32 pallets 25,976 lb",
#17806,"TRACY, CA","STARKE, FL",6/30 @1600,"$5,800.00","10plt/ 6,268 Lb",
40911,"Sparks, NV",Wilmington NC,6/30,"$5,500.00","15 plt/ 6,596LBS",
29442860,"American Canyon, CA","Austell, GA",6/30/23 08:00-15:00,"$4,500.00","15plts 31,428lbs",
29453335,"Sparks, NV","Atlanta, GA",6/30/23 13:00,"$5,000.00","25plts 8,500lbs 40x47x44",
8107368,"South San Francisco ,CA","PLAINFIELD, IN (11 plt) JONESBORO, GA (10 plt)",6/28/2023 14:00,"$7,000.00","21 pallets 23,502 LB",
67854,MILPITAS CA,EDWARDSVILLE IL,06/27/23 @ 16:00,"$3,800.00",19plts 6000LB,
BG635504823,"San Leandro, CA","Kissimmee, FL",6/28/2023 4:00 PM,$6.000.00,17 PLT / 30100LB,
USBee,"Tracy, CA","Steele, AL",6/27/23 08:00-15:00,"$4,000.00","14plts 2,734lbs",USBee SL
1301068,"Sanoma, CA","Riviera Beach, FL",6/29 @0700,"$5,700.00","18plt/ 33,871 Lb",
29402336,"Sparks, NV","Morrisville, NC",6/26/23 08:00-16:00,"$6,500.00","20plts 6,700lbs full",
40876,SPARKS NV,CHARLESTON SC,6/29 @0800-1600,"$5,300.00","9plt/ 4,612 Lb",
23866,"Sacramento, CA","Danville, KY",6/28/23 12:00-7:00pm,"$5,000.00","21plts 7,500lbs Radiators",
40833,"Sparks, NV",FRANKLIN KY,06/29/2023 @ 0800-16,"$4,100.00","25 pallets 12,570 lb",
23884,"Sacramento, CA","Danville, KY",6/29/23 11am-7pm,"$5,000.00","20plts 3,000lbs Radiators",
40939,SPARKS NV,SEATTLE WA,06/30/2023,"$4,000.00","12 pallets 7,768 lb",
87691,"AMERICAN CANYON, CA","RONKONKOMA, NY",6/30 @1000,"$5,800.00","19plt/ 34,000 Lb",
54413464,WOODLAND CA,MONROVIA MD,7/5/2023 8:00:00 - 1,"$5,450.00",20 PLT    /   21200 LB,
#0427456,"Fresno,CA","York,PA",7/5/2023 13:30,$5.200.00,9plt/ 20.610LB,
7613709696,"Modesto, CA","Carlisle, PA",7/5 @1300,"$4,800.00","59plt/ 12,492 Lb",
3382137,"ALAMEDA, CA","CARTERET, NJ",7/6 @1300,"$5,700.00","15 pallets 18,500 Lb",
27212178,"Oroville, CA Sparks, NV","Flushing, NY",7/5 @by 1600,"$6,500.00","8plt/ 17,832 Lb",Tonu $
#0534692,SAN LORENZO CA WINTERS CA,SAXONBURG PA,7/7 @0900,"$6,000.00","8plt/ 9,924 Lb",
SL212991928,"ESCALON, CA","TAUNTON, MA",07/06/2023 14:00,"$5,400.00",10plt/ 21.830 LB,
1566972,"LIVERMORE, CA","LEXINGTON, NC",7/7/2023 15:00,$6.800.00,2 Crate / 1000LB,
1083022,"Bakersfield, CA","Center Valley, PA",07/08/2023 10:00 AM,"$7,200.00","37,440 lbs.",
#0754231,OROVILLE CA,CAMP HILL PA,7/7 @0800-1100,"$5,100.00","26plt/ 27,299 Lb",
29444012,"San Rafael, CA","York, PA",7/6/23 13:00,"$5,300.00","9plts 12,766lbs",
29454566,"Richmond, CA","Greenfield, IN",7/7/23 11:00 AM,"$3,800.00","30,900 lb 16 pallets",
1465262,"Reno, NV","Ashville, OH",7/6/2023 10:00,"$4,200.00","15 PLT  - 13,034LB",
1466053,"Reno, NV","Ashville, OH",7/7/2023 10:00,"$4,200.00","25 PLT   /   25,028 LB",
1466054,"Reno, NV","Ashville, OH",7/7/2023 11:00,"$4,200.00",13PLT   /  9933,
29479684,"American Canyon, CA","Nashville, TN",7/7/23 08:00-15:00,"$3,900.00","23plts 29,642lbs",
